user_id,user_name,department,competency_id,competency_name,domain,latest_score,gap_level,priority,last_assessed
160,Officer_160,Ministry of Agriculture,16,R Programming,Survey Design & Sampling,69.7,moderate,2,2026-01-14
161,Officer_161,NSSTA,16,Agricultural Statistics,National Accounts Statistics,83.7,minor,3,2026-04-02
161,Officer_161,NSSTA,19,Data Privacy,SDG & Metadata Standards,60.2,moderate,2,2026-04-08
161,Officer_161,NSSTA,12,GIS Analysis,GIS & Geospatial Analysis,71.5,minor,3,2026-07-02
161,Officer_161,NSSTA,14,Industrial Statistics,Python & R for Statistics,77.2,minor,3,2026-01-24
162,Officer_162,State Statistical Bureau,11,Data Privacy,SDG & Metadata Standards,48.4,critical,1,2026-04-01
162,Officer_162,State Statistical Bureau,16,Industrial Statistics,Labour & Employment Statistics,53.6,moderate,2,2026-01-04
162,Officer_162,State Statistical Bureau,12,Labour Statistics,National Accounts Statistics,75.2,minor,3,2026-05-27
162,Officer_162,State Statistical Bureau,17,Industrial Statistics,Python & R for Statistics,46.8,critical,1,2026-03-19
162,Officer_162,State Statistical Bureau,13,Survey Methodology,Survey Design & Sampling,60.4,moderate,2,2026-04-03
162,Officer_162,State Statistical Bureau,14,GIS Analysis,GIS & Geospatial Analysis,64.0,moderate,2,2026-01-28
163,Officer_163,Planning Department,15,GIS Analysis,GIS & Geospatial Analysis,62.5,moderate,2,2026-02-04
163,Officer_163,Planning Department,14,Metadata Standards,SDG & Metadata Standards,31.2,critical,1,2026-09-05
163,Officer_163,Planning Department,16,Economic Census,Industrial & Economic Statistics,73.5,minor,3,2026-04-07
164,Officer_164,NSSO,11,National Accounts,National Accounts Statistics,62.8,moderate,2,2026-04-23
164,Officer_164,NSSO,16,R Programming,Agricultural Statistics,63.0,moderate,2,2026-02-09
164,Officer_164,NSSO,18,Price Statistics,Price & Index Statistics,62.4,moderate,2,2026-05-30
164,Officer_164,NSSO,11,Data Privacy,SDG & Metadata Standards,62.4,moderate,2,2026-06-13
164,Officer_164,NSSO,10,Agricultural Statistics,Labour & Employment Statistics,48.1,critical,1,2026-06-15
165,Officer_165,NSO,16,Metadata Standards,SDG & Metadata Standards,42.4,critical,1,2026-04-25
165,Officer_165,NSO,15,GIS Analysis,GIS & Geospatial Analysis,53.0,moderate,2,2026-05-09
165,Officer_165,NSO,15,National Accounts,National Accounts Statistics,41.0,critical,1,2026-08-01
165,Officer_165,NSO,17,Sampling Techniques,Survey Design & Sampling,90.9,proficient,4,2026-05-04
165,Officer_165,NSO,10,R Programming,Data Privacy & Cybersecurity,55.2,moderate,2,2026-07-27
165,Officer_165,NSO,18,Agricultural Statistics,Price & Index Statistics,60.8,moderate,2,2026-08-27
166,Officer_166,CSO,16,Data Privacy,Data Privacy & Cybersecurity,51.0,moderate,2,2026-06-13
166,Officer_166,CSO,16,Labour Statistics,Price & Index Statistics,47.8,critical,1,2026-04-26
166,Officer_166,CSO,18,Data Privacy,SDG & Metadata Standards,69.5,moderate,2,2026-05-28
166,Officer_166,CSO,20,Agricultural Statistics,Labour & Employment Statistics,83.3,minor,3,2026-01-30
167,Officer_167,DES West Bengal,19,R Programming,Data Privacy & Cybersecurity,56.2,moderate,2,2026-08-24
167,Officer_167,DES West Bengal,11,SDG Indicators,SDG & Metadata Standards,49.7,critical,1,2026-03-03
167,Officer_167,DES West Bengal,16,GIS Analysis,GIS & Geospatial Analysis,60.0,moderate,2,2026-05-28
167,Officer_167,DES West Bengal,12,Agricultural Statistics,Labour & Employment Statistics,63.7,moderate,2,2026-08-24
167,Officer_167,DES West Bengal,15,Industrial Statistics,Agricultural Statistics,79.1,minor,3,2026-06-08
167,Officer_167,DES West Bengal,18,Price Statistics,Python & R for Statistics,72.5,minor,3,2026-09-04
168,Officer_168,Ministry of Agriculture,18,GIS Analysis,GIS & Geospatial Analysis,82.4,minor,3,2026-03-12
168,Officer_168,Ministry of Agriculture,18,Labour Statistics,Python & R for Statistics,71.9,minor,3,2026-07-10
168,Officer_168,Ministry of Agriculture,17,Industrial Statistics,Industrial & Economic Statistics,78.3,minor,3,2026-05-19
168,Officer_168,Ministry of Agriculture,14,Metadata Standards,SDG & Metadata Standards,76.9,minor,3,2026-07-12
168,Officer_168,Ministry of Agriculture,13,Price Statistics,Agricultural Statistics,75.3,minor,3,2026-07-18
168,Officer_168,Ministry of Agriculture,12,Cybersecurity,Data Privacy & Cybersecurity,68.1,moderate,2,2026-06-11
169,Officer_169,DPIIT,19,Labour Statistics,Agricultural Statistics,56.7,moderate,2,2026-03-16
169,Officer_169,DPIIT,12,Labour Statistics,Industrial & Economic Statistics,54.4,moderate,2,2026-07-28
169,Officer_169,DPIIT,15,Sampling Techniques,Survey Design & Sampling,69.2,moderate,2,2026-03-05
169,Officer_169,DPIIT,19,Agricultural Statistics,Labour & Employment Statistics,52.4,moderate,2,2026-05-06
170,Officer_170,Ministry of Labour,15,GIS Analysis,GIS & Geospatial Analysis,68.0,moderate,2,2026-04-27
170,Officer_170,Ministry of Labour,20,Industrial Statistics,Industrial & Economic Statistics,98.0,proficient,4,2026-07-07
170,Officer_170,Ministry of Labour,17,Industrial Statistics,Python & R for Statistics,76.4,minor,3,2026-07-31
170,Officer_170,Ministry of Labour,12,Sampling Techniques,Survey Design & Sampling,61.4,moderate,2,2026-05-21
170,Officer_170,Ministry of Labour,10,Data Privacy,SDG & Metadata Standards,63.3,moderate,2,2026-07-20
171,Officer_171,DES West Bengal,20,Price Statistics,Price & Index Statistics,36.8,critical,1,2026-06-26
171,Officer_171,DES West Bengal,20,Labour Statistics,Python & R for Statistics,67.9,moderate,2,2026-04-06
171,Officer_171,DES West Bengal,16,R Programming,Data Privacy & Cybersecurity,64.8,moderate,2,2026-07-05
172,Officer_172,NSSTA,11,Labour Statistics,National Accounts Statistics,67.2,moderate,2,2026-01-03
172,Officer_172,NSSTA,11,Sampling Techniques,Survey Design & Sampling,74.4,minor,3,2026-02-28
172,Officer_172,NSSTA,12,Price Statistics,Agricultural Statistics,69.3,moderate,2,2026-06-14
173,Officer_173,State Statistical Bureau,16,Data Privacy,Data Privacy & Cybersecurity,72.6,minor,3,2026-07-11
173,Officer_173,State Statistical Bureau,15,R Programming,Survey Design & Sampling,89.7,proficient,4,2026-05-31
173,Officer_173,State Statistical Bureau,11,Labour Statistics,Price & Index Statistics,79.9,minor,3,2026-03-12
174,Officer_174,Ministry of Agriculture,10,Cybersecurity,Data Privacy & Cybersecurity,38.8,critical,1,2026-03-17
174,Officer_174,Ministry of Agriculture,19,Agricultural Statistics,Labour & Employment Statistics,61.4,moderate,2,2026-05-08
174,Officer_174,Ministry of Agriculture,16,Survey Methodology,Survey Design & Sampling,90.9,proficient,4,2026-04-10
174,Officer_174,Ministry of Agriculture,10,GIS Analysis,GIS & Geospatial Analysis,60.7,moderate,2,2026-09-02
175,Officer_175,Planning Department,16,Survey Methodology,Survey Design & Sampling,47.1,critical,1,2026-07-16
175,Officer_175,Planning Department,14,R Programming,Labour & Employment Statistics,81.3,minor,3,2026-06-07
175,Officer_175,Planning Department,16,Price Statistics,Agricultural Statistics,98.0,proficient,4,2026-05-18
176,Officer_176,MoSPI,19,Price Statistics,Labour & Employment Statistics,61.5,moderate,2,2026-04-27
176,Officer_176,MoSPI,10,GIS Analysis,GIS & Geospatial Analysis,72.9,minor,3,2026-07-01
176,Officer_176,MoSPI,12,Agricultural Statistics,Agricultural Statistics,70.8,minor,3,2026-05-13
177,Officer_177,MoSPI,17,Agricultural Statistics,Price & Index Statistics,42.7,critical,1,2026-06-10
177,Officer_177,MoSPI,12,R Programming,Labour & Employment Statistics,60.6,moderate,2,2026-08-08
177,Officer_177,MoSPI,10,Agricultural Statistics,National Accounts Statistics,92.1,proficient,4,2026-02-28
177,Officer_177,MoSPI,15,GIS Analysis,GIS & Geospatial Analysis,40.9,critical,1,2026-01-12
177,Officer_177,MoSPI,16,Sampling Techniques,Survey Design & Sampling,81.5,minor,3,2026-07-25
178,Officer_178,NSO,18,R Programming,SDG & Metadata Standards,61.1,moderate,2,2026-04-06
178,Officer_178,NSO,14,Price Statistics,Agricultural Statistics,98.0,proficient,4,2026-08-13
178,Officer_178,NSO,13,GIS Analysis,GIS & Geospatial Analysis,67.5,moderate,2,2026-01-03
178,Officer_178,NSO,13,Labour Statistics,Industrial & Economic Statistics,70.4,minor,3,2026-06-01
179,Officer_179,NSSTA,15,Index Numbers,Price & Index Statistics,53.1,moderate,2,2026-08-13
179,Officer_179,NSSTA,13,Survey Methodology,Survey Design & Sampling,81.3,minor,3,2026-02-22
179,Officer_179,NSSTA,11,GIS Analysis,GIS & Geospatial Analysis,56.3,moderate,2,2026-07-02
179,Officer_179,NSSTA,19,R Programming,Data Privacy & Cybersecurity,40.2,critical,1,2026-09-07
180,Officer_180,CSO,13,R Programming,Data Privacy & Cybersecurity,77.8,minor,3,2026-06-19
180,Officer_180,CSO,14,Agricultural Statistics,Price & Index Statistics,83.2,minor,3,2026-03-23
180,Officer_180,CSO,11,GIS Analysis,GIS & Geospatial Analysis,67.1,moderate,2,2026-07-19
181,Officer_181,NSSTA,14,Agricultural Statistics,National Accounts Statistics,62.1,moderate,2,2026-03-20
181,Officer_181,NSSTA,10,Price Statistics,Price & Index Statistics,98.0,proficient,4,2026-07-31
181,Officer_181,NSSTA,10,Agricultural Statistics,Python & R for Statistics,76.3,minor,3,2026-04-12
181,Officer_181,NSSTA,17,Labour Statistics,Agricultural Statistics,90.2,proficient,4,2026-09-01
