assessment_id,user_id,user_name,department,competency_id,competency_name,domain,score,total_questions,correct_answers,difficulty_level,gap_level,time_taken_sec,assessment_date
689,131,Officer_131,DES Maharashtra,13,Agricultural Statistics,Industrial & Economic Statistics,85.1,5,4,intermediate,proficient,723,2026-05-11
690,131,Officer_131,DES Maharashtra,11,GIS Analysis,GIS & Geospatial Analysis,67.8,10,7,advanced,moderate,331,2026-03-02
691,131,Officer_131,DES Maharashtra,20,Agricultural Statistics,National Accounts Statistics,89.6,10,9,intermediate,proficient,257,2026-02-15
692,131,Officer_131,DES Maharashtra,19,R Programming,Agricultural Statistics,76.6,10,8,advanced,minor,639,2026-06-24
693,131,Officer_131,DES Maharashtra,11,Industrial Statistics,Price & Index Statistics,71.1,8,6,advanced,minor,334,2026-04-23
694,131,Officer_131,DES Maharashtra,15,Data Privacy,SDG & Metadata Standards,47.3,8,4,advanced,critical,785,2026-01-15
695,132,Officer_132,Finance Department,19,Price Statistics,Labour & Employment Statistics,98.0,8,8,beginner,proficient,272,2026-06-07
696,132,Officer_132,Finance Department,19,Python Programming,Python & R for Statistics,90.1,10,9,intermediate,proficient,222,2026-04-26
697,132,Officer_132,Finance Department,15,R Programming,Data Privacy & Cybersecurity,48.8,8,4,intermediate,critical,641,2026-01-27
698,133,Officer_133,NSSO,14,R Programming,Survey Design & Sampling,64.7,5,3,advanced,moderate,552,2026-04-06
699,133,Officer_133,NSSO,11,R Programming,Agricultural Statistics,47.7,10,5,advanced,critical,842,2026-03-27
700,133,Officer_133,NSSO,20,Price Statistics,Python & R for Statistics,52.8,8,4,advanced,moderate,470,2026-03-06
701,133,Officer_133,NSSO,20,R Programming,Data Privacy & Cybersecurity,61.2,10,6,intermediate,moderate,497,2026-09-05
702,134,Officer_134,MoSPI,18,Index Numbers,Price & Index Statistics,51.1,10,5,intermediate,moderate,881,2026-08-22
703,134,Officer_134,MoSPI,17,Labour Statistics,National Accounts Statistics,69.1,5,3,intermediate,moderate,399,2026-03-29
704,134,Officer_134,MoSPI,11,Agricultural Statistics,Labour & Employment Statistics,69.8,5,3,advanced,moderate,259,2026-03-17
705,134,Officer_134,MoSPI,19,R Programming,Python & R for Statistics,74.6,10,7,advanced,minor,812,2026-02-03
706,134,Officer_134,MoSPI,12,Agricultural Statistics,Agricultural Statistics,84.6,10,8,beginner,minor,819,2026-07-27
707,134,Officer_134,MoSPI,17,Price Statistics,Industrial & Economic Statistics,68.0,10,7,intermediate,moderate,805,2026-03-14
708,135,Officer_135,Ministry of Labour,16,Industrial Statistics,Labour & Employment Statistics,33.9,8,3,advanced,critical,468,2026-07-19
709,135,Officer_135,Ministry of Labour,14,R Programming,Python & R for Statistics,83.8,5,4,intermediate,minor,321,2026-08-12
710,135,Officer_135,Ministry of Labour,18,R Programming,Agricultural Statistics,45.3,10,5,advanced,critical,285,2026-07-02
711,135,Officer_135,Ministry of Labour,16,Agricultural Statistics,Price & Index Statistics,79.3,5,4,beginner,minor,330,2026-08-01
712,136,Officer_136,NSSO,11,Price Statistics,Python & R for Statistics,81.3,8,7,beginner,minor,421,2026-04-09
713,136,Officer_136,NSSO,10,Metadata Standards,SDG & Metadata Standards,64.7,5,3,beginner,moderate,329,2026-02-05
714,136,Officer_136,NSSO,19,Sampling Techniques,Survey Design & Sampling,40.8,5,2,intermediate,critical,660,2026-04-25
715,136,Officer_136,NSSO,16,Price Statistics,Agricultural Statistics,63.2,5,3,beginner,moderate,803,2026-05-16
716,137,Officer_137,Finance Department,11,R Programming,Agricultural Statistics,58.0,10,6,intermediate,moderate,648,2026-01-17
717,137,Officer_137,Finance Department,16,Industrial Statistics,Labour & Employment Statistics,62.1,10,6,intermediate,moderate,327,2026-03-16
718,137,Officer_137,Finance Department,20,Industrial Statistics,National Accounts Statistics,70.1,10,7,intermediate,minor,606,2026-02-17
719,137,Officer_137,Finance Department,18,Survey Methodology,Survey Design & Sampling,84.4,8,7,intermediate,minor,699,2026-07-21
720,137,Officer_137,Finance Department,16,Price Statistics,Python & R for Statistics,77.0,8,6,intermediate,minor,224,2026-06-12
721,138,Officer_138,Planning Department,10,R Programming,Survey Design & Sampling,70.1,5,4,intermediate,minor,520,2026-02-04
722,138,Officer_138,Planning Department,17,R Programming,SDG & Metadata Standards,30.1,5,2,advanced,critical,881,2026-04-29
723,138,Officer_138,Planning Department,13,Price Statistics,National Accounts Statistics,51.4,5,3,advanced,moderate,217,2026-03-17
724,138,Officer_138,Planning Department,16,Index Numbers,Price & Index Statistics,21.4,8,2,advanced,critical,497,2026-05-12
725,138,Officer_138,Planning Department,20,Python Programming,Python & R for Statistics,71.6,10,7,beginner,minor,228,2026-08-10
726,139,Officer_139,MoSPI,12,Labour Statistics,National Accounts Statistics,74.5,8,6,advanced,minor,527,2026-09-07
727,139,Officer_139,MoSPI,16,Data Privacy,SDG & Metadata Standards,73.5,10,7,intermediate,minor,614,2026-01-21
728,139,Officer_139,MoSPI,15,GIS Analysis,GIS & Geospatial Analysis,69.0,8,6,advanced,moderate,285,2026-01-21
729,139,Officer_139,MoSPI,17,Labour Statistics,Agricultural Statistics,72.5,10,7,intermediate,minor,634,2026-03-31
730,139,Officer_139,MoSPI,14,Cybersecurity,Data Privacy & Cybersecurity,56.9,8,5,advanced,moderate,809,2026-04-22
731,140,Officer_140,DES UP,17,Industrial Statistics,National Accounts Statistics,65.6,10,7,advanced,moderate,802,2026-06-23
732,140,Officer_140,DES UP,16,GIS Analysis,GIS & Geospatial Analysis,84.5,10,8,beginner,minor,555,2026-04-03
733,140,Officer_140,DES UP,11,SDG Indicators,SDG & Metadata Standards,53.0,10,5,advanced,moderate,634,2026-07-15
734,141,Officer_141,Ministry of Labour,12,Cybersecurity,Data Privacy & Cybersecurity,74.6,5,4,intermediate,minor,206,2026-07-08
735,141,Officer_141,Ministry of Labour,19,Data Privacy,SDG & Metadata Standards,60.3,5,3,advanced,moderate,636,2026-02-24
736,141,Officer_141,Ministry of Labour,12,GIS Analysis,GIS & Geospatial Analysis,80.3,5,4,intermediate,minor,255,2026-04-26
737,141,Officer_141,Ministry of Labour,14,Price Statistics,Price & Index Statistics,51.7,8,4,advanced,moderate,743,2026-05-19
738,142,Officer_142,DPIIT,15,Index Numbers,Price & Index Statistics,38.1,5,2,advanced,critical,685,2026-01-07
739,142,Officer_142,DPIIT,16,R Programming,SDG & Metadata Standards,81.6,10,8,intermediate,minor,247,2026-03-21
740,142,Officer_142,DPIIT,12,Industrial Statistics,Agricultural Statistics,82.6,8,7,intermediate,minor,768,2026-01-19
741,142,Officer_142,DPIIT,19,R Programming,Survey Design & Sampling,75.8,8,6,beginner,minor,744,2026-06-13
742,143,Officer_143,DES Tamil Nadu,15,GIS Analysis,GIS & Geospatial Analysis,63.0,8,5,intermediate,moderate,348,2026-02-11
743,143,Officer_143,DES Tamil Nadu,20,Data Privacy,Data Privacy & Cybersecurity,81.3,10,8,advanced,minor,436,2026-02-20
744,143,Officer_143,DES Tamil Nadu,11,Sampling Techniques,Survey Design & Sampling,66.8,8,5,beginner,moderate,809,2026-05-17
745,143,Officer_143,DES Tamil Nadu,19,Economic Census,Industrial & Economic Statistics,91.0,10,9,beginner,proficient,799,2026-03-28
746,144,Officer_144,CSO,10,Price Statistics,National Accounts Statistics,70.5,8,6,advanced,minor,812,2026-06-13
747,144,Officer_144,CSO,14,R Programming,Survey Design & Sampling,79.3,10,8,intermediate,minor,881,2026-04-14
748,144,Officer_144,CSO,17,Price Statistics,Labour & Employment Statistics,62.3,5,3,intermediate,moderate,630,2026-04-17
749,145,Officer_145,CSO,18,R Programming,SDG & Metadata Standards,67.3,8,5,advanced,moderate,559,2026-05-12
750,145,Officer_145,CSO,13,Agricultural Statistics,Price & Index Statistics,70.0,5,4,intermediate,minor,453,2026-04-26
751,145,Officer_145,CSO,15,Price Statistics,Industrial & Economic Statistics,87.2,8,7,beginner,proficient,343,2026-07-28
752,145,Officer_145,CSO,17,GIS Analysis,GIS & Geospatial Analysis,61.6,5,3,intermediate,moderate,690,2026-05-12
753,146,Officer_146,Finance Department,19,Python Programming,Python & R for Statistics,65.7,5,3,advanced,moderate,468,2026-05-07
754,146,Officer_146,Finance Department,11,R Programming,Survey Design & Sampling,85.1,10,9,intermediate,proficient,188,2026-08-05
755,146,Officer_146,Finance Department,10,Price Statistics,National Accounts Statistics,68.9,10,7,advanced,moderate,226,2026-04-13
756,146,Officer_146,Finance Department,16,Industrial Statistics,Agricultural Statistics,88.1,10,9,intermediate,proficient,475,2026-01-19
757,146,Officer_146,Finance Department,12,R Programming,Labour & Employment Statistics,76.6,8,6,advanced,minor,805,2026-01-31
758,147,Officer_147,NSSTA,15,Data Privacy,SDG & Metadata Standards,62.1,5,3,intermediate,moderate,219,2026-02-05
759,147,Officer_147,NSSTA,12,Industrial Statistics,Industrial & Economic Statistics,82.2,10,8,intermediate,minor,807,2026-03-23
760,147,Officer_147,NSSTA,18,Cybersecurity,Data Privacy & Cybersecurity,62.9,8,5,advanced,moderate,787,2026-03-28
761,147,Officer_147,NSSTA,11,GIS Analysis,GIS & Geospatial Analysis,64.8,8,5,advanced,moderate,519,2026-06-22
762,147,Officer_147,NSSTA,10,Industrial Statistics,National Accounts Statistics,85.3,10,9,intermediate,proficient,884,2026-06-11
763,147,Officer_147,NSSTA,10,Python Programming,Python & R for Statistics,81.3,10,8,intermediate,minor,771,2026-02-28
764,148,Officer_148,Ministry of Agriculture,10,Price Statistics,Price & Index Statistics,40.7,10,4,advanced,critical,292,2026-02-18
765,148,Officer_148,Ministry of Agriculture,17,Data Privacy,Data Privacy & Cybersecurity,66.5,8,5,intermediate,moderate,806,2026-08-24
766,148,Officer_148,Ministry of Agriculture,17,GIS Analysis,GIS & Geospatial Analysis,49.5,10,5,advanced,critical,512,2026-06-19
767,148,Officer_148,Ministry of Agriculture,20,Labour Statistics,National Accounts Statistics,56.7,5,3,intermediate,moderate,739,2026-04-01
768,148,Officer_148,Ministry of Agriculture,18,R Programming,SDG & Metadata Standards,64.7,5,3,advanced,moderate,432,2026-03-13
769,148,Officer_148,Ministry of Agriculture,17,Agricultural Statistics,Python & R for Statistics,63.5,8,5,advanced,moderate,886,2026-06-30
770,149,Officer_149,DES Tamil Nadu,12,Data Privacy,SDG & Metadata Standards,44.4,8,4,advanced,critical,533,2026-09-02
771,149,Officer_149,DES Tamil Nadu,17,R Programming,Data Privacy & Cybersecurity,97.0,10,10,intermediate,proficient,851,2026-03-07
772,149,Officer_149,DES Tamil Nadu,14,Agricultural Statistics,Labour & Employment Statistics,76.0,8,6,advanced,minor,755,2026-06-28
773,149,Officer_149,DES Tamil Nadu,20,Price Statistics,Price & Index Statistics,63.3,10,6,advanced,moderate,723,2026-02-27
774,149,Officer_149,DES Tamil Nadu,20,Survey Methodology,Survey Design & Sampling,76.9,8,6,intermediate,minor,663,2026-01-26
775,149,Officer_149,DES Tamil Nadu,20,Price Statistics,Python & R for Statistics,39.6,5,2,advanced,critical,667,2026-05-03
776,150,Officer_150,DES Maharashtra,12,Metadata Standards,SDG & Metadata Standards,85.0,10,8,intermediate,proficient,218,2026-08-22
777,150,Officer_150,DES Maharashtra,14,Agricultural Statistics,Labour & Employment Statistics,71.6,5,4,advanced,minor,687,2026-02-17
778,150,Officer_150,DES Maharashtra,15,Survey Methodology,Survey Design & Sampling,77.3,10,8,intermediate,minor,289,2026-08-26
779,150,Officer_150,DES Maharashtra,18,GIS Analysis,GIS & Geospatial Analysis,34.6,10,3,advanced,critical,317,2026-08-06
780,150,Officer_150,DES Maharashtra,17,Labour Statistics,Python & R for Statistics,73.7,5,4,beginner,minor,518,2026-02-11
781,151,Officer_151,Ministry of Agriculture,16,R Programming,Price & Index Statistics,92.7,5,5,intermediate,proficient,595,2026-07-31
782,151,Officer_151,Ministry of Agriculture,12,Sampling Techniques,Survey Design & Sampling,98.0,10,10,beginner,proficient,277,2026-02-17
783,151,Officer_151,Ministry of Agriculture,15,R Programming,SDG & Metadata Standards,71.4,5,4,advanced,minor,453,2026-09-02
784,151,Officer_151,Ministry of Agriculture,10,GIS Analysis,GIS & Geospatial Analysis,90.8,8,7,intermediate,proficient,889,2026-03-02
785,151,Officer_151,Ministry of Agriculture,14,Price Statistics,Industrial & Economic Statistics,70.3,5,4,intermediate,minor,900,2026-07-17
786,152,Officer_152,Ministry of Agriculture,18,Metadata Standards,SDG & Metadata Standards,84.9,10,8,intermediate,minor,562,2026-04-17
787,152,Officer_152,Ministry of Agriculture,11,Industrial Statistics,Agricultural Statistics,68.3,5,3,advanced,moderate,790,2026-08-12
788,152,Officer_152,Ministry of Agriculture,19,Data Privacy,Data Privacy & Cybersecurity,48.9,8,4,advanced,critical,259,2026-08-23
789,152,Officer_152,Ministry of Agriculture,18,National Accounts,National Accounts Statistics,79.4,10,8,advanced,minor,348,2026-03-25
790,152,Officer_152,Ministry of Agriculture,11,Price Statistics,Python & R for Statistics,81.2,10,8,advanced,minor,777,2026-05-06
791,153,Officer_153,DES UP,14,R Programming,Survey Design & Sampling,59.2,8,5,beginner,moderate,202,2026-04-12
792,153,Officer_153,DES UP,15,Industrial Statistics,Python & R for Statistics,54.9,5,3,beginner,moderate,226,2026-04-19
793,153,Officer_153,DES UP,12,R Programming,Price & Index Statistics,59.5,5,3,advanced,moderate,473,2026-04-15
794,153,Officer_153,DES UP,16,R Programming,Labour & Employment Statistics,62.8,8,5,beginner,moderate,639,2026-08-11
795,153,Officer_153,DES UP,12,Price Statistics,Agricultural Statistics,60.5,10,6,intermediate,moderate,536,2026-01-31
796,153,Officer_153,DES UP,10,Data Privacy,SDG & Metadata Standards,51.5,10,5,intermediate,moderate,408,2026-08-02
797,154,Officer_154,DES Tamil Nadu,20,Agricultural Statistics,Python & R for Statistics,73.9,8,6,intermediate,minor,295,2026-01-09
798,154,Officer_154,DES Tamil Nadu,11,Cybersecurity,Data Privacy & Cybersecurity,65.9,5,3,advanced,moderate,426,2026-02-22
799,154,Officer_154,DES Tamil Nadu,17,GIS Analysis,GIS & Geospatial Analysis,68.4,10,7,intermediate,moderate,225,2026-04-13
800,154,Officer_154,DES Tamil Nadu,14,Industrial Statistics,Labour & Employment Statistics,65.9,5,3,intermediate,moderate,323,2026-05-09
801,154,Officer_154,DES Tamil Nadu,12,Industrial Statistics,Agricultural Statistics,72.6,10,7,intermediate,minor,422,2026-03-19
802,155,Officer_155,Planning Department,10,GIS Analysis,GIS & Geospatial Analysis,33.6,8,3,intermediate,critical,749,2026-05-07
803,155,Officer_155,Planning Department,12,R Programming,Labour & Employment Statistics,51.4,8,4,intermediate,moderate,487,2026-04-07
804,155,Officer_155,Planning Department,12,Data Privacy,Data Privacy & Cybersecurity,51.9,5,3,beginner,moderate,487,2026-08-08
805,155,Officer_155,Planning Department,13,Survey Methodology,Survey Design & Sampling,49.5,8,4,intermediate,critical,428,2026-03-07
806,156,Officer_156,DES UP,16,R Programming,Python & R for Statistics,61.7,5,3,intermediate,moderate,232,2026-03-10
807,156,Officer_156,DES UP,13,SDG Indicators,SDG & Metadata Standards,59.4,5,3,advanced,moderate,867,2026-05-24
808,156,Officer_156,DES UP,10,Price Statistics,National Accounts Statistics,47.0,8,4,advanced,critical,490,2026-09-02
809,157,Officer_157,DES Tamil Nadu,17,Industrial Statistics,National Accounts Statistics,66.6,8,5,intermediate,moderate,469,2026-04-08
810,157,Officer_157,DES Tamil Nadu,17,Industrial Statistics,Python & R for Statistics,53.8,8,4,beginner,moderate,548,2026-05-12
811,157,Officer_157,DES Tamil Nadu,15,Price Statistics,Agricultural Statistics,21.0,10,2,advanced,critical,388,2026-04-05
812,157,Officer_157,DES Tamil Nadu,14,SDG Indicators,SDG & Metadata Standards,57.9,5,3,intermediate,moderate,329,2026-01-05
813,158,Officer_158,MoSPI,17,Industrial Statistics,Labour & Employment Statistics,37.2,8,3,advanced,critical,525,2026-03-07
814,158,Officer_158,MoSPI,12,Industrial Statistics,Price & Index Statistics,65.5,5,3,intermediate,moderate,540,2026-02-13
815,158,Officer_158,MoSPI,11,R Programming,Agricultural Statistics,98.0,10,10,beginner,proficient,716,2026-01-09
816,158,Officer_158,MoSPI,20,R Programming,Data Privacy & Cybersecurity,62.7,8,5,advanced,moderate,320,2026-08-04
817,158,Officer_158,MoSPI,20,National Accounts,National Accounts Statistics,75.1,5,4,advanced,minor,241,2026-06-08
818,158,Officer_158,MoSPI,10,R Programming,Python & R for Statistics,77.5,10,8,advanced,minor,679,2026-01-05
819,159,Officer_159,Ministry of Labour,11,R Programming,Survey Design & Sampling,31.7,10,3,advanced,critical,363,2026-01-28
820,159,Officer_159,Ministry of Labour,15,Agricultural Statistics,Industrial & Economic Statistics,79.5,10,8,beginner,minor,719,2026-03-06
821,159,Officer_159,Ministry of Labour,14,R Programming,Labour & Employment Statistics,58.8,8,5,beginner,moderate,893,2026-02-27
822,159,Officer_159,Ministry of Labour,16,Price Statistics,Python & R for Statistics,61.8,10,6,intermediate,moderate,212,2026-01-24
823,159,Officer_159,Ministry of Labour,16,Labour Statistics,Price & Index Statistics,47.3,5,2,intermediate,critical,264,2026-05-08
824,159,Officer_159,Ministry of Labour,10,Data Privacy,Data Privacy & Cybersecurity,45.3,5,2,intermediate,critical,720,2026-08-24
825,160,Officer_160,Ministry of Agriculture,15,Price Statistics,Industrial & Economic Statistics,94.5,8,8,intermediate,proficient,213,2026-02-15
826,160,Officer_160,Ministry of Agriculture,11,Agricultural Statistics,Python & R for Statistics,72.9,10,7,intermediate,minor,587,2026-08-26
827,160,Officer_160,Ministry of Agriculture,16,Agricultural Statistics,Labour & Employment Statistics,88.0,10,9,intermediate,proficient,733,2026-03-26
828,160,Officer_160,Ministry of Agriculture,11,R Programming,Survey Design & Sampling,69.7,10,7,advanced,moderate,534,2026-01-14
829,161,Officer_161,NSSTA,18,Agricultural Statistics,National Accounts Statistics,83.7,8,7,beginner,minor,413,2026-04-02
830,161,Officer_161,NSSTA,11,Data Privacy,SDG & Metadata Standards,60.2,10,6,intermediate,moderate,856,2026-04-08
831,161,Officer_161,NSSTA,20,GIS Analysis,GIS & Geospatial Analysis,71.5,10,7,advanced,minor,569,2026-07-02
832,161,Officer_161,NSSTA,10,Industrial Statistics,Python & R for Statistics,77.2,8,6,intermediate,minor,289,2026-01-24
833,162,Officer_162,State Statistical Bureau,18,Data Privacy,SDG & Metadata Standards,48.4,10,5,intermediate,critical,271,2026-04-01
834,162,Officer_162,State Statistical Bureau,14,Industrial Statistics,Labour & Employment Statistics,53.6,8,4,intermediate,moderate,574,2026-01-04
835,162,Officer_162,State Statistical Bureau,18,Labour Statistics,National Accounts Statistics,75.2,10,8,intermediate,minor,428,2026-05-27
836,162,Officer_162,State Statistical Bureau,14,Industrial Statistics,Python & R for Statistics,46.8,5,2,beginner,critical,455,2026-03-19
837,162,Officer_162,State Statistical Bureau,14,Survey Methodology,Survey Design & Sampling,60.4,8,5,beginner,moderate,258,2026-04-03
838,162,Officer_162,State Statistical Bureau,12,GIS Analysis,GIS & Geospatial Analysis,64.0,5,3,intermediate,moderate,648,2026-01-28
839,163,Officer_163,Planning Department,14,GIS Analysis,GIS & Geospatial Analysis,62.5,8,5,intermediate,moderate,788,2026-02-04
840,163,Officer_163,Planning Department,15,Metadata Standards,SDG & Metadata Standards,31.2,5,2,intermediate,critical,587,2026-09-05
841,163,Officer_163,Planning Department,14,Economic Census,Industrial & Economic Statistics,73.5,8,6,intermediate,minor,513,2026-04-07
842,164,Officer_164,NSSO,14,National Accounts,National Accounts Statistics,62.8,8,5,advanced,moderate,394,2026-04-23
843,164,Officer_164,NSSO,16,R Programming,Agricultural Statistics,63.0,5,3,intermediate,moderate,854,2026-02-09
844,164,Officer_164,NSSO,16,Price Statistics,Price & Index Statistics,62.4,10,6,intermediate,moderate,670,2026-05-30
845,164,Officer_164,NSSO,11,Data Privacy,SDG & Metadata Standards,62.4,8,5,intermediate,moderate,788,2026-06-13
846,164,Officer_164,NSSO,19,Agricultural Statistics,Labour & Employment Statistics,48.1,8,4,intermediate,critical,350,2026-06-15
847,165,Officer_165,NSO,15,Metadata Standards,SDG & Metadata Standards,42.4,10,4,intermediate,critical,406,2026-04-25
848,165,Officer_165,NSO,12,GIS Analysis,GIS & Geospatial Analysis,53.0,10,5,intermediate,moderate,887,2026-05-09
849,165,Officer_165,NSO,12,National Accounts,National Accounts Statistics,41.0,8,3,intermediate,critical,298,2026-08-01
850,165,Officer_165,NSO,15,Sampling Techniques,Survey Design & Sampling,90.9,5,5,beginner,proficient,713,2026-05-04
851,165,Officer_165,NSO,11,R Programming,Data Privacy & Cybersecurity,55.2,10,6,intermediate,moderate,225,2026-07-27
852,165,Officer_165,NSO,13,Agricultural Statistics,Price & Index Statistics,60.8,10,6,intermediate,moderate,348,2026-08-27
853,166,Officer_166,CSO,20,Data Privacy,Data Privacy & Cybersecurity,51.0,5,3,advanced,moderate,370,2026-06-13
854,166,Officer_166,CSO,19,Labour Statistics,Price & Index Statistics,47.8,10,5,beginner,critical,382,2026-04-26
855,166,Officer_166,CSO,11,Data Privacy,SDG & Metadata Standards,69.5,5,3,beginner,moderate,244,2026-05-28
856,166,Officer_166,CSO,14,Agricultural Statistics,Labour & Employment Statistics,83.3,5,4,beginner,minor,648,2026-01-30
857,167,Officer_167,DES West Bengal,19,R Programming,Data Privacy & Cybersecurity,56.2,8,4,beginner,moderate,484,2026-08-24
858,167,Officer_167,DES West Bengal,14,SDG Indicators,SDG & Metadata Standards,49.7,8,4,intermediate,critical,300,2026-03-03
859,167,Officer_167,DES West Bengal,16,GIS Analysis,GIS & Geospatial Analysis,60.0,5,3,beginner,moderate,321,2026-05-28
860,167,Officer_167,DES West Bengal,20,Agricultural Statistics,Labour & Employment Statistics,63.7,10,6,intermediate,moderate,890,2026-08-24
861,167,Officer_167,DES West Bengal,10,Industrial Statistics,Agricultural Statistics,79.1,8,6,beginner,minor,641,2026-06-08
862,167,Officer_167,DES West Bengal,18,Price Statistics,Python & R for Statistics,72.5,5,4,intermediate,minor,573,2026-09-04
863,168,Officer_168,Ministry of Agriculture,13,GIS Analysis,GIS & Geospatial Analysis,82.4,5,4,beginner,minor,213,2026-03-12
864,168,Officer_168,Ministry of Agriculture,17,Labour Statistics,Python & R for Statistics,71.9,8,6,beginner,minor,759,2026-07-10
865,168,Officer_168,Ministry of Agriculture,10,Industrial Statistics,Industrial & Economic Statistics,78.3,5,4,beginner,minor,555,2026-05-19
866,168,Officer_168,Ministry of Agriculture,13,Metadata Standards,SDG & Metadata Standards,76.9,5,4,advanced,minor,849,2026-07-12
867,168,Officer_168,Ministry of Agriculture,13,Price Statistics,Agricultural Statistics,75.3,8,6,intermediate,minor,300,2026-07-18
868,168,Officer_168,Ministry of Agriculture,16,Cybersecurity,Data Privacy & Cybersecurity,68.1,8,5,intermediate,moderate,804,2026-06-11
869,169,Officer_169,DPIIT,14,Labour Statistics,Agricultural Statistics,56.7,10,6,intermediate,moderate,900,2026-03-16
870,169,Officer_169,DPIIT,11,Labour Statistics,Industrial & Economic Statistics,54.4,10,5,advanced,moderate,875,2026-07-28
871,169,Officer_169,DPIIT,12,Sampling Techniques,Survey Design & Sampling,69.2,8,6,advanced,moderate,315,2026-03-05
872,169,Officer_169,DPIIT,12,Agricultural Statistics,Labour & Employment Statistics,52.4,10,5,advanced,moderate,582,2026-05-06
873,170,Officer_170,Ministry of Labour,17,GIS Analysis,GIS & Geospatial Analysis,68.0,10,7,intermediate,moderate,557,2026-04-27
874,170,Officer_170,Ministry of Labour,17,Industrial Statistics,Industrial & Economic Statistics,98.0,10,10,beginner,proficient,275,2026-07-07
875,170,Officer_170,Ministry of Labour,13,Industrial Statistics,Python & R for Statistics,76.4,5,4,intermediate,minor,619,2026-07-31
876,170,Officer_170,Ministry of Labour,19,Sampling Techniques,Survey Design & Sampling,61.4,8,5,intermediate,moderate,525,2026-05-21
877,170,Officer_170,Ministry of Labour,17,Data Privacy,SDG & Metadata Standards,63.3,10,6,advanced,moderate,821,2026-07-20
878,171,Officer_171,DES West Bengal,12,Price Statistics,Price & Index Statistics,36.8,8,3,advanced,critical,387,2026-06-26
879,171,Officer_171,DES West Bengal,20,Labour Statistics,Python & R for Statistics,67.9,8,5,beginner,moderate,264,2026-04-06
880,171,Officer_171,DES West Bengal,13,R Programming,Data Privacy & Cybersecurity,64.8,10,6,beginner,moderate,492,2026-07-05
881,172,Officer_172,NSSTA,15,Labour Statistics,National Accounts Statistics,67.2,10,7,beginner,moderate,189,2026-01-03
882,172,Officer_172,NSSTA,16,Sampling Techniques,Survey Design & Sampling,74.4,8,6,intermediate,minor,252,2026-02-28
883,172,Officer_172,NSSTA,20,Price Statistics,Agricultural Statistics,69.3,8,6,beginner,moderate,316,2026-06-14
884,173,Officer_173,State Statistical Bureau,12,Data Privacy,Data Privacy & Cybersecurity,72.6,5,4,intermediate,minor,823,2026-07-11
885,173,Officer_173,State Statistical Bureau,16,R Programming,Survey Design & Sampling,89.7,5,4,intermediate,proficient,306,2026-05-31
886,173,Officer_173,State Statistical Bureau,20,Labour Statistics,Price & Index Statistics,79.9,5,4,intermediate,minor,433,2026-03-12
887,174,Officer_174,Ministry of Agriculture,20,Cybersecurity,Data Privacy & Cybersecurity,38.8,5,2,advanced,critical,581,2026-03-17
888,174,Officer_174,Ministry of Agriculture,20,Agricultural Statistics,Labour & Employment Statistics,61.4,5,3,intermediate,moderate,426,2026-05-08
889,174,Officer_174,Ministry of Agriculture,19,Survey Methodology,Survey Design & Sampling,90.9,5,5,intermediate,proficient,315,2026-04-10
890,174,Officer_174,Ministry of Agriculture,11,GIS Analysis,GIS & Geospatial Analysis,60.7,5,3,intermediate,moderate,662,2026-09-02
891,175,Officer_175,Planning Department,16,Survey Methodology,Survey Design & Sampling,47.1,8,4,advanced,critical,693,2026-07-16
892,175,Officer_175,Planning Department,12,R Programming,Labour & Employment Statistics,81.3,10,8,beginner,minor,730,2026-06-07
893,175,Officer_175,Planning Department,15,Price Statistics,Agricultural Statistics,98.0,10,10,intermediate,proficient,339,2026-05-18
894,176,Officer_176,MoSPI,19,Price Statistics,Labour & Employment Statistics,61.5,8,5,intermediate,moderate,298,2026-04-27
895,176,Officer_176,MoSPI,12,GIS Analysis,GIS & Geospatial Analysis,72.9,10,7,intermediate,minor,192,2026-07-01
896,176,Officer_176,MoSPI,14,Agricultural Statistics,Agricultural Statistics,70.8,8,6,intermediate,minor,715,2026-05-13
897,177,Officer_177,MoSPI,11,Agricultural Statistics,Price & Index Statistics,42.7,8,3,advanced,critical,770,2026-06-10
898,177,Officer_177,MoSPI,19,R Programming,Labour & Employment Statistics,60.6,5,3,intermediate,moderate,691,2026-08-08
899,177,Officer_177,MoSPI,18,Agricultural Statistics,National Accounts Statistics,92.1,5,5,beginner,proficient,298,2026-02-28
900,177,Officer_177,MoSPI,17,GIS Analysis,GIS & Geospatial Analysis,40.9,5,2,advanced,critical,430,2026-01-12
901,177,Officer_177,MoSPI,20,Sampling Techniques,Survey Design & Sampling,81.5,5,4,advanced,minor,746,2026-07-25
902,178,Officer_178,NSO,11,R Programming,SDG & Metadata Standards,61.1,5,3,intermediate,moderate,765,2026-04-06
903,178,Officer_178,NSO,17,Price Statistics,Agricultural Statistics,98.0,10,10,beginner,proficient,250,2026-08-13
904,178,Officer_178,NSO,15,GIS Analysis,GIS & Geospatial Analysis,67.5,10,7,intermediate,moderate,647,2026-01-03
905,178,Officer_178,NSO,17,Labour Statistics,Industrial & Economic Statistics,70.4,8,6,intermediate,minor,557,2026-06-01
906,179,Officer_179,NSSTA,10,Index Numbers,Price & Index Statistics,53.1,10,5,advanced,moderate,890,2026-08-13
907,179,Officer_179,NSSTA,18,Survey Methodology,Survey Design & Sampling,81.3,8,7,advanced,minor,286,2026-02-22
